iter	PRAUC	Logloss
109	0.999994145	0.003155594608
110	0.9999942618	0.003105086816
111	0.9999942646	0.003084048335
112	0.9999943987	0.003064603028
113	0.9999945757	0.003020731974
114	0.9999957814	0.002965754834
115	0.9999959892	0.002933837396
116	0.9999965547	0.002872019755
117	0.9999966876	0.002837175552
118	0.9999967445	0.002811812341
119	0.9999967568	0.002780994264
120	0.9999968674	0.00275646705
121	0.9999968606	0.002738584163
122	0.9999970275	0.002684022872
123	0.9999971076	0.002662438678
124	0.9999971728	0.002647070067
125	0.9999971997	0.002632830122
126	0.9999973763	0.002599857799
127	0.9999977046	0.002559937935
128	0.9999977225	0.002541016988
129	0.9999977566	0.002521497937
130	0.9999977906	0.002489165964
131	0.9999978315	0.002478617344
132	0.9999979456	0.002455132781
133	0.9999980874	0.00242064804
134	0.9999981579	0.002400327416
135	0.999998192	0.002380683434
136	0.9999982865	0.002349432973
137	0.9999983174	0.002334003908
138	0.9999983582	0.002308470076
139	0.9999983649	0.00228501346
140	0.9999983844	0.002272932348
141	0.9999984044	0.002266365382
142	0.9999984635	0.002238939084
143	0.9999984727	0.002222576888
144	0.9999985533	0.002202861223
145	0.9999985975	0.002171679316
146	0.9999985957	0.002162283823
147	0.9999986311	0.002145571762
148	0.999998654	0.002127521287
149	0.9999987038	0.002114422509
150	0.9999987295	0.002096687977
151	0.9999987457	0.002083411845
152	0.9999987819	0.002066270781
153	0.9999987898	0.002056384245
154	0.999998789	0.002039850083
155	0.9999988802	0.001994308243
156	0.9999992031	0.00194936339
157	0.9999992275	0.00193007603
158	0.999999278	0.001888206854
159	0.9999992859	0.001874877492
160	0.9999992859	0.001874874544
161	0.99999929	0.001869778867
162	0.9999993173	0.001859636982
163	0.9999993252	0.00185095662
164	0.9999994209	0.001828507419
165	0.9999994265	0.001815627356
166	0.9999994627	0.0017915241
167	0.9999995486	0.001768132029
168	0.9999995623	0.00175501468
169	0.9999995684	0.001734599969
170	0.9999995943	0.001713324901
171	0.9999995991	0.001702433678
172	0.9999996006	0.001695061944
173	0.9999996033	0.00168124365
174	0.9999996289	0.001658856561
175	0.9999996477	0.001639740704
176	0.9999996457	0.001635558278
177	0.9999996633	0.00161936565
178	0.9999996703	0.001603649957
179	0.9999996789	0.001594663372
180	0.9999997136	0.001566470888
181	0.9999997286	0.001549608677
182	0.9999997323	0.001519568597
183	0.9999997358	0.001492788377
184	0.999999738	0.0014847448
185	0.9999997373	0.001481627294
186	0.9999997402	0.001475906973
187	0.9999997447	0.001464545039
188	0.999999751	0.001453022146
189	0.9999997551	0.001440257603
190	0.9999997564	0.001435895922
191	0.9999997594	0.001428266779
192	0.9999997645	0.001414656575
193	0.9999997785	0.001393141732
194	0.9999997838	0.001379418082
195	0.9999997864	0.001368414015
196	0.9999997879	0.001354477051
197	0.9999997895	0.00134995485
198	0.9999997924	0.001342150292
199	0.9999997948	0.001335522351
200	0.9999997964	0.001330739553
201	0.9999998034	0.001315687168
202	0.9999998085	0.00129387883
203	0.9999998205	0.001269612505
204	0.9999998237	0.001256445272
205	0.9999998288	0.001237864024
206	0.9999998319	0.001223209379
207	0.9999998349	0.00120884431
208	0.9999998349	0.001208839183
209	0.9999998408	0.001197905836
210	0.9999998406	0.001189715164
211	0.9999998463	0.001172276426
212	0.9999998468	0.001169695252
213	0.9999998487	0.001162343802
214	0.9999998522	0.001149045242
215	0.999999853	0.001144951198
216	0.9999998559	0.001131049921
217	0.9999998582	0.001110208705
218	0.9999998582	0.001098411681
219	0.9999998615	0.00108529809
220	0.9999998616	0.001076582149
221	0.9999998642	0.001064387308
222	0.999999865	0.001054556513
223	0.9999998664	0.001049358194
224	0.9999998663	0.001043849392
225	0.9999998675	0.001035727827
226	0.9999998693	0.001026426943
227	0.9999998693	0.001026421772
228	0.9999998699	0.001018399164
229	0.9999998699	0.001018399164
230	0.999999872	0.001009317939
231	0.999999872	0.001009317939
232	0.9999998722	0.0009978688471
233	0.9999998741	0.0009819341375
234	0.999999875	0.0009730675843
235	0.999999875	0.0009730675843
236	0.9999998761	0.0009679215691
237	0.999999876	0.0009553320781
238	0.9999998794	0.0009391639341
239	0.9999998859	0.0009287707638
240	0.9999998926	0.0009082580478
241	0.9999998944	0.0009038740786
242	0.9999998951	0.0008989766965
243	0.9999998951	0.0008950482772
244	0.9999998951	0.0008950433495
245	0.9999998951	0.0008950148979
246	0.9999998961	0.0008864083411
247	0.999999898	0.000875889961
248	0.999999898	0.0008758852097
249	0.9999998975	0.0008592593657
250	0.9999998989	0.0008496086078
251	0.9999998989	0.0008496086078
252	0.9999999005	0.0008398601426
253	0.9999999015	0.0008309787277
254	0.9999999015	0.0008309787277
255	0.9999999015	0.0008309729727
256	0.9999999009	0.0008278686049
257	0.9999999009	0.0008278647641
258	0.999999902	0.0008207726128
259	0.9999999033	0.0008163191309
260	0.9999999043	0.0008043976742
261	0.9999999048	0.0008026909367
262	0.9999999049	0.0007981412507
263	0.9999999069	0.0007920039696
264	0.9999999081	0.0007846896061
265	0.9999999081	0.0007846810614
266	0.9999999097	0.0007753475037
267	0.9999999113	0.0007699085009
268	0.9999999113	0.0007699015514
269	0.9999999118	0.0007607979584
270	0.9999999133	0.0007541903647
271	0.9999999138	0.0007501756056
272	0.9999999162	0.0007411477833
273	0.9999999175	0.0007380196446
274	0.9999999175	0.0007380159399
275	0.9999999174	0.0007364496183
276	0.9999999184	0.0007238846579
277	0.9999999202	0.0007144387044
278	0.9999999203	0.0007115147256
279	0.9999999215	0.0007033754265
280	0.9999999225	0.0006946421066
281	0.9999999228	0.0006901464518
282	0.9999999223	0.0006812967079
283	0.9999999223	0.0006812900486
284	0.9999999228	0.0006664542751
285	0.9999999228	0.0006664496589
286	0.9999999228	0.0006664467303
287	0.9999999272	0.0006590144951
288	0.9999999272	0.000659009947
289	0.9999999289	0.0006452831363
290	0.9999999294	0.0006379689448
291	0.9999999294	0.0006379601884
292	0.9999999304	0.0006302899384
293	0.9999999306	0.0006275008257
294	0.9999999306	0.0006275008257
295	0.9999999306	0.0006274986994
296	0.999999931	0.0006248671003
297	0.999999931	0.0006248539725
298	0.999999931	0.000624836222
299	0.999999931	0.000624836222
300	0.9999999309	0.0006214215597
301	0.9999999322	0.0006139879901
302	0.9999999332	0.0006036835024
303	0.9999999332	0.0006036814528
304	0.9999999346	0.000599340692
305	0.9999999347	0.0005965758783
306	0.9999999347	0.0005965653956
307	0.9999999347	0.0005965653956
308	0.9999999353	0.0005905818906
309	0.9999999353	0.0005905782841
310	0.9999999375	0.000578850337
311	0.9999999409	0.0005692342955
312	0.9999999412	0.0005477252967
313	0.9999999418	0.0005429850605
314	0.9999999418	0.0005429850605
315	0.9999999423	0.0005389155536
316	0.9999999423	0.0005389028539
317	0.9999999425	0.0005293899429
318	0.9999999425	0.0005293873006
319	0.9999999425	0.0005293873006
320	0.9999999425	0.0005293667235
321	0.9999999425	0.0005293055487
322	0.9999999428	0.0005258112064
323	0.9999999428	0.0005258112064
324	0.9999999428	0.0005258112064
325	0.9999999428	0.0005258112064
326	0.9999999428	0.0005258112064
327	0.9999999432	0.0005233505647
328	0.9999999438	0.0005063612161
329	0.9999999442	0.0005031647559
330	0.9999999442	0.0005031647559
331	0.9999999443	0.0004971432156
332	0.9999999442	0.0004817275545
333	0.9999999442	0.0004817255788
334	0.9999999451	0.0004773219859
335	0.9999999451	0.0004773187718
336	0.9999999451	0.0004773187718
337	0.999999945	0.0004772990263
338	0.999999945	0.0004772945501
339	0.999999945	0.0004772885118
340	0.999999945	0.0004772885118
341	0.999999945	0.0004772805886
342	0.9999999451	0.0004752207833
343	0.9999999451	0.0004752136223
344	0.9999999456	0.0004716833851
345	0.9999999461	0.0004692567066
346	0.9999999468	0.0004655833852
347	0.9999999468	0.0004655801992
348	0.9999999465	0.0004564814114
349	0.9999999465	0.0004564763954
350	0.9999999465	0.0004564763954
351	0.9999999465	0.0004564356134
352	0.9999999466	0.0004525186757
353	0.9999999472	0.0004491710433
354	0.9999999472	0.0004491671714
355	0.9999999472	0.0004491671714
356	0.9999999472	0.0004491671714
357	0.9999999472	0.00044916575
358	0.9999999473	0.0004491619345
359	0.9999999473	0.0004491597482
360	0.9999999473	0.000449155474
361	0.9999999473	0.0004491516563
362	0.9999999473	0.0004491491271
363	0.9999999473	0.0004491491271
364	0.9999999473	0.0004491468195
365	0.9999999473	0.0004491468195
366	0.9999999481	0.0004464713199
367	0.9999999481	0.000446467703
368	0.9999999481	0.0004464660122
369	0.9999999483	0.0004428639808
370	0.9999999486	0.0004371329278
371	0.999999949	0.000434174847
372	0.999999949	0.0004341726838
373	0.999999949	0.0004341726838
374	0.999999949	0.0004341352677
375	0.999999949	0.0004341329552
376	0.999999949	0.0004341240933
377	0.999999949	0.0004341197068
378	0.999999949	0.0004341197068
379	0.999999949	0.0004341155735
380	0.9999999494	0.0004314328319
381	0.9999999494	0.0004314139342
382	0.9999999494	0.0004313952155
383	0.9999999495	0.0004286572235
384	0.9999999495	0.0004286504851
385	0.9999999495	0.0004286504851
386	0.9999999495	0.0004286437486
387	0.9999999495	0.0004286343049
388	0.9999999495	0.0004286248659
389	0.9999999495	0.0004286181337
390	0.9999999495	0.0004286114033
391	0.9999999495	0.0004286046747
392	0.9999999495	0.0004285858173
393	0.9999999495	0.000428579093
394	0.9999999495	0.000428560257
395	0.9999999495	0.0004285468183
396	0.9999999495	0.0004285333868
397	0.9999999495	0.0004285145799
398	0.9999999495	0.0004285011606
399	0.9999999495	0.0004285011606
400	0.9999999495	0.0004285011606
401	0.9999999495	0.0004285011606
402	0.9999999495	0.0004285011606
403	0.9999999495	0.0004284823776
404	0.9999999495	0.0004284823776
405	0.9999999495	0.0004284823776
406	0.9999999495	0.0004284823776
407	0.9999999495	0.0004284823776
408	0.9999999495	0.0004284823776
409	0.9999999495	0.0004284823776
410	0.9999999495	0.0004284823776
411	0.9999999495	0.0004284823776
412	0.9999999495	0.0004284823776
413	0.9999999495	0.0004284823776
414	0.9999999495	0.0004284823776
415	0.9999999495	0.0004284823776
416	0.9999999495	0.0004284823776
417	0.9999999495	0.0004284823776
418	0.9999999495	0.0004284823776
419	0.9999999495	0.0004284823776
420	0.9999999495	0.0004284823776
421	0.9999999495	0.0004284823776
422	0.9999999495	0.0004284823776
423	0.9999999495	0.0004284823776
424	0.9999999495	0.0004284823776
425	0.9999999495	0.0004284823776
426	0.9999999495	0.0004284823776
427	0.9999999495	0.0004284823776
428	0.9999999495	0.0004284823776
429	0.9999999495	0.0004284823776
430	0.9999999495	0.0004284823776
431	0.9999999495	0.0004284823776
432	0.9999999495	0.0004284823776
433	0.9999999495	0.0004284823776
434	0.9999999495	0.0004284823776
435	0.9999999495	0.0004284823776
436	0.9999999495	0.0004284823776
437	0.9999999495	0.0004284823776
438	0.9999999495	0.0004284823776
439	0.9999999495	0.0004284823776
440	0.9999999495	0.0004284823776
441	0.9999999495	0.0004284823776
442	0.9999999495	0.0004284823776
443	0.9999999495	0.0004284823776
444	0.9999999495	0.0004284823776
445	0.9999999495	0.0004284823776
446	0.9999999495	0.0004284823776
447	0.9999999495	0.0004284823776
448	0.9999999495	0.0004284823776
449	0.9999999495	0.0004284823776
450	0.9999999495	0.0004284823776
451	0.9999999495	0.0004284823776
452	0.9999999495	0.0004284823776
453	0.9999999495	0.0004284823776
454	0.9999999495	0.0004284823776
455	0.9999999495	0.0004284823776
456	0.9999999495	0.0004284823776
457	0.9999999495	0.0004284823776
458	0.9999999495	0.0004284823776
459	0.9999999495	0.0004284823776
460	0.9999999495	0.0004284823776
461	0.9999999495	0.0004284823776
462	0.9999999495	0.0004284823776
463	0.9999999495	0.0004284823776
464	0.9999999495	0.0004284823776
465	0.9999999495	0.0004284823776
466	0.9999999495	0.0004284823776
467	0.9999999495	0.0004284823776
468	0.9999999495	0.0004284823776
469	0.9999999495	0.0004284823776
470	0.9999999495	0.0004284823776
471	0.9999999495	0.0004284823776
472	0.9999999495	0.0004284823776
473	0.9999999495	0.0004284823776
474	0.9999999495	0.0004284823776
475	0.9999999495	0.0004284823776
476	0.9999999495	0.0004284823776
477	0.9999999495	0.0004284823776
478	0.9999999495	0.0004284823776
479	0.9999999495	0.0004284823776
480	0.9999999495	0.0004284823776
481	0.9999999495	0.0004284823776
482	0.9999999495	0.0004284823776
483	0.9999999495	0.0004284823776
484	0.9999999495	0.0004284823776
485	0.9999999495	0.0004284823776
486	0.9999999495	0.0004284823776
487	0.9999999495	0.0004284823776
488	0.9999999495	0.0004284823776
489	0.9999999495	0.0004284823776
490	0.9999999495	0.0004284823776
491	0.9999999495	0.0004284823776
492	0.9999999495	0.0004284823776
493	0.9999999495	0.0004284823776
494	0.9999999495	0.0004284823776
495	0.9999999495	0.0004284823776
496	0.9999999495	0.0004284823776
497	0.9999999495	0.0004284823776
498	0.9999999495	0.0004284823776
499	0.9999999495	0.0004284823776
